"Datum";"Produktion kWh"
"2026-05-13 02:30 (CEST)";"0,000"
"2026-05-13 02:45 (CEST)";"0,000"
"2026-05-13 03:00 (CEST)";"0,000"
"2026-05-13 03:15 (CEST)";"0,000"
"2026-05-13 03:30 (CEST)";"0,000"
"2026-05-13 03:45 (CEST)";"0,000"
"2026-05-13 04:00 (CEST)";"0,000"
"2026-05-13 04:15 (CEST)";"0,000"
"2026-05-13 04:30 (CEST)";"0,000"
"2026-05-13 04:45 (CEST)";"0,000"
"2026-05-13 05:00 (CEST)";"0,002"
"2026-05-13 05:15 (CEST)";"0,089"
"2026-05-13 05:30 (CEST)";"0,177"
"2026-05-13 05:45 (CEST)";"0,283"
"2026-05-13 06:00 (CEST)";"0,514"
"2026-05-13 06:15 (CEST)";"0,657"
"2026-05-13 06:30 (CEST)";"0,807"
"2026-05-13 06:45 (CEST)";"0,882"
"2026-05-13 07:00 (CEST)";"0,829"
"2026-05-13 07:15 (CEST)";"1,348"
"2026-05-13 07:30 (CEST)";"2,670"
"2026-05-13 07:45 (CEST)";"2,730"
"2026-05-13 08:00 (CEST)";"1,316"
"2026-05-13 08:15 (CEST)";"1,138"
"2026-05-13 08:30 (CEST)";"2,323"
"2026-05-13 08:45 (CEST)";"2,387"
"2026-05-13 09:00 (CEST)";"2,564"
"2026-05-13 09:15 (CEST)";"2,643"
"2026-05-13 09:30 (CEST)";"2,719"
"2026-05-13 09:45 (CEST)";"2,105"
"2026-05-13 10:00 (CEST)";"1,632"
"2026-05-13 10:15 (CEST)";"1,988"
"2026-05-13 10:30 (CEST)";"2,606"
"2026-05-13 10:45 (CEST)";"2,663"
"2026-05-13 11:00 (CEST)";"2,186"
"2026-05-13 11:15 (CEST)";"1,540"
"2026-05-13 11:30 (CEST)";"1,190"
"2026-05-13 11:45 (CEST)";"1,233"
"2026-05-13 12:00 (CEST)";"1,956"
"2026-05-13 12:15 (CEST)";"1,982"
"2026-05-13 12:30 (CEST)";"2,061"
"2026-05-13 12:45 (CEST)";"1,851"
"2026-05-13 13:00 (CEST)";"2,816"
"2026-05-13 13:15 (CEST)";"3,369"
"2026-05-13 13:30 (CEST)";"2,765"
"2026-05-13 13:45 (CEST)";"2,424"
"2026-05-13 14:00 (CEST)";"2,246"
"2026-05-13 14:15 (CEST)";"2,242"
"2026-05-13 14:30 (CEST)";"2,936"
"2026-05-13 14:45 (CEST)";"2,985"
"2026-05-13 15:00 (CEST)";"2,960"
"2026-05-13 15:15 (CEST)";"2,370"
"2026-05-13 15:30 (CEST)";"1,954"
"2026-05-13 15:45 (CEST)";"2,009"
"2026-05-13 16:00 (CEST)";"1,736"
"2026-05-13 16:15 (CEST)";"1,457"
"2026-05-13 16:30 (CEST)";"1,144"
"2026-05-13 16:45 (CEST)";"1,185"
"2026-05-13 17:00 (CEST)";"2,038"
"2026-05-13 17:15 (CEST)";"1,939"
"2026-05-13 17:30 (CEST)";"1,672"
"2026-05-13 17:45 (CEST)";"1,245"
"2026-05-13 18:00 (CEST)";"1,702"
"2026-05-13 18:15 (CEST)";"1,737"
"2026-05-13 18:30 (CEST)";"1,331"
"2026-05-13 18:45 (CEST)";"2,276"
"2026-05-13 19:00 (CEST)";"1,804"
"2026-05-13 19:15 (CEST)";"0,773"
"2026-05-13 19:30 (CEST)";"0,743"
"2026-05-13 19:45 (CEST)";"0,387"
"2026-05-13 20:00 (CEST)";"0,177"
"2026-05-13 20:15 (CEST)";"0,106"
"2026-05-13 20:30 (CEST)";"0,043"
"2026-05-13 20:45 (CEST)";"0,001"
"2026-05-13 21:00 (CEST)";"0,000"
"2026-05-13 21:15 (CEST)";"0,000"
"2026-05-13 21:30 (CEST)";"0,000"
"2026-05-13 21:45 (CEST)";"0,000"
"2026-05-13 22:00 (CEST)";"0,000"
"2026-05-13 22:15 (CEST)";"0,000"
"2026-05-13 22:30 (CEST)";"0,000"
"2026-05-13 22:45 (CEST)";"0,000"
"2026-05-13 23:00 (CEST)";"0,000"
"2026-05-13 23:15 (CEST)";"0,000"
"2026-05-13 23:30 (CEST)";"0,000"
"2026-05-13 23:45 (CEST)";"0,000"
"2026-05-14 00:00 (CEST)";"0,000"
"2026-05-14 00:15 (CEST)";"0,000"
"2026-05-14 00:30 (CEST)";"0,000"
"2026-05-14 00:45 (CEST)";"0,000"
"2026-05-14 01:00 (CEST)";"0,000"
"2026-05-14 01:15 (CEST)";"0,000"
"2026-05-14 01:30 (CEST)";"0,000"
"2026-05-14 01:45 (CEST)";"0,000"
"2026-05-14 02:00 (CEST)";"0,000"
"2026-05-14 02:15 (CEST)";"0,000"
"2026-05-14 02:30 (CEST)";"0,000"
"2026-05-14 02:45 (CEST)";"0,000"
"2026-05-14 03:00 (CEST)";"0,000"
"2026-05-14 03:15 (CEST)";"0,000"
"2026-05-14 03:30 (CEST)";"0,000"
"2026-05-14 03:45 (CEST)";"0,000"
"2026-05-14 04:00 (CEST)";"0,000"
"2026-05-14 04:15 (CEST)";"0,000"
"2026-05-14 04:30 (CEST)";"0,000"
"2026-05-14 04:45 (CEST)";"0,000"
"2026-05-14 05:00 (CEST)";"0,015"
"2026-05-14 05:15 (CEST)";"0,144"
"2026-05-14 05:30 (CEST)";"0,377"
"2026-05-14 05:45 (CEST)";"0,459"
"2026-05-14 06:00 (CEST)";"0,836"
"2026-05-14 06:15 (CEST)";"1,074"
"2026-05-14 06:30 (CEST)";"0,894"
"2026-05-14 06:45 (CEST)";"1,209"
"2026-05-14 07:00 (CEST)";"1,204"
"2026-05-14 07:15 (CEST)";"1,275"
"2026-05-14 07:30 (CEST)";"1,090"
"2026-05-14 07:45 (CEST)";"2,091"
"2026-05-14 08:00 (CEST)";"3,699"
"2026-05-14 08:15 (CEST)";"2,404"
"2026-05-14 08:30 (CEST)";"3,721"
"2026-05-14 08:45 (CEST)";"3,163"
"2026-05-14 09:00 (CEST)";"1,299"
"2026-05-14 09:15 (CEST)";"3,768"
"2026-05-14 09:30 (CEST)";"3,812"
"2026-05-14 09:45 (CEST)";"3,184"
"2026-05-14 10:00 (CEST)";"2,763"
"2026-05-14 10:15 (CEST)";"2,876"
"2026-05-14 10:30 (CEST)";"3,415"
"2026-05-14 10:45 (CEST)";"1,200"
"2026-05-14 11:00 (CEST)";"2,630"
"2026-05-14 11:15 (CEST)";"3,829"
"2026-05-14 11:30 (CEST)";"2,700"
"2026-05-14 11:45 (CEST)";"2,353"
"2026-05-14 12:00 (CEST)";"3,274"
"2026-05-14 12:15 (CEST)";"3,126"
"2026-05-14 12:30 (CEST)";"1,942"
"2026-05-14 12:45 (CEST)";"2,813"
"2026-05-14 13:00 (CEST)";"3,277"
"2026-05-14 13:15 (CEST)";"2,988"
"2026-05-14 13:30 (CEST)";"3,847"
"2026-05-14 13:45 (CEST)";"3,902"
"2026-05-14 14:00 (CEST)";"4,294"
"2026-05-14 14:15 (CEST)";"4,222"
"2026-05-14 14:30 (CEST)";"4,122"
"2026-05-14 14:45 (CEST)";"3,883"
"2026-05-14 15:00 (CEST)";"4,166"
"2026-05-14 15:15 (CEST)";"3,934"
"2026-05-14 15:30 (CEST)";"3,274"
"2026-05-14 15:45 (CEST)";"3,967"
"2026-05-14 16:00 (CEST)";"3,502"
"2026-05-14 16:15 (CEST)";"3,325"
"2026-05-14 16:30 (CEST)";"3,806"
"2026-05-14 16:45 (CEST)";"4,307"
"2026-05-14 17:00 (CEST)";"3,970"
"2026-05-14 17:15 (CEST)";"3,326"
"2026-05-14 17:30 (CEST)";"3,867"
"2026-05-14 17:45 (CEST)";"4,310"
"2026-05-14 18:00 (CEST)";"4,004"
"2026-05-14 18:15 (CEST)";"3,724"
"2026-05-14 18:30 (CEST)";"3,815"
"2026-05-14 18:45 (CEST)";"4,316"
"2026-05-14 19:00 (CEST)";"3,766"
"2026-05-14 19:15 (CEST)";"3,912"
"2026-05-14 19:30 (CEST)";"3,196"
"2026-05-14 19:45 (CEST)";"2,793"
"2026-05-14 20:00 (CEST)";"1,672"
"2026-05-14 20:15 (CEST)";"0,577"
"2026-05-14 20:30 (CEST)";"0,147"
"2026-05-14 20:45 (CEST)";"0,041"
"2026-05-14 21:00 (CEST)";"0,001"
"2026-05-14 21:15 (CEST)";"0,000"
"2026-05-14 21:30 (CEST)";"0,000"
"2026-05-14 21:45 (CEST)";"0,000"
"2026-05-14 22:00 (CEST)";"0,000"
"2026-05-14 22:15 (CEST)";"0,000"
"2026-05-14 22:30 (CEST)";"0,000"
"2026-05-14 22:45 (CEST)";"0,000"
"2026-05-14 23:00 (CEST)";"0,000"
"2026-05-14 23:15 (CEST)";"0,000"
"2026-05-14 23:30 (CEST)";"0,000"
"2026-05-14 23:45 (CEST)";"0,000"
"2026-05-15 00:00 (CEST)";"0,000"
"2026-05-15 00:15 (CEST)";"0,000"
"2026-05-15 00:30 (CEST)";"0,000"
"2026-05-15 00:45 (CEST)";"0,000"
"2026-05-15 01:00 (CEST)";"0,000"
"2026-05-15 01:15 (CEST)";"0,000"
"2026-05-15 01:30 (CEST)";"0,000"
"2026-05-15 01:45 (CEST)";"0,000"
"2026-05-15 02:00 (CEST)";"0,000"
"2026-05-15 02:15 (CEST)";"0,000"
"2026-05-15 02:30 (CEST)";"0,000"
"2026-05-15 02:45 (CEST)";"0,000"
"2026-05-15 03:00 (CEST)";"0,000"
"2026-05-15 03:15 (CEST)";"0,000"
"2026-05-15 03:30 (CEST)";"0,000"
"2026-05-15 03:45 (CEST)";"0,000"
"2026-05-15 04:00 (CEST)";"0,000"
"2026-05-15 04:15 (CEST)";"0,000"
"2026-05-15 04:30 (CEST)";"0,000"
"2026-05-15 04:45 (CEST)";"0,000"
"2026-05-15 05:00 (CEST)";"0,002"
"2026-05-15 05:15 (CEST)";"0,089"
"2026-05-15 05:30 (CEST)";"0,190"
"2026-05-15 05:45 (CEST)";"0,282"
"2026-05-15 06:00 (CEST)";"0,529"
"2026-05-15 06:15 (CEST)";"0,662"
"2026-05-15 06:30 (CEST)";"0,853"
"2026-05-15 06:45 (CEST)";"1,552"
"2026-05-15 07:00 (CEST)";"1,749"
"2026-05-15 07:15 (CEST)";"2,056"
"2026-05-15 07:30 (CEST)";"2,761"
"2026-05-15 07:45 (CEST)";"3,429"
"2026-05-15 08:00 (CEST)";"3,072"
"2026-05-15 08:15 (CEST)";"3,483"
"2026-05-15 08:30 (CEST)";"3,901"
"2026-05-15 08:45 (CEST)";"4,286"
"2026-05-15 09:00 (CEST)";"4,047"
"2026-05-15 09:15 (CEST)";"3,906"
"2026-05-15 09:30 (CEST)";"4,144"
"2026-05-15 09:45 (CEST)";"4,237"
"2026-05-15 10:00 (CEST)";"4,318"
"2026-05-15 10:15 (CEST)";"4,282"
"2026-05-15 10:30 (CEST)";"4,140"
"2026-05-15 10:45 (CEST)";"4,036"
"2026-05-15 11:00 (CEST)";"3,984"
"2026-05-15 11:15 (CEST)";"4,190"
"2026-05-15 11:30 (CEST)";"3,267"
"2026-05-15 11:45 (CEST)";"2,908"
"2026-05-15 12:00 (CEST)";"2,323"
"2026-05-15 12:15 (CEST)";"3,955"
"2026-05-15 12:30 (CEST)";"3,081"
"2026-05-15 12:45 (CEST)";"4,306"
"2026-05-15 13:00 (CEST)";"4,316"
"2026-05-15 13:15 (CEST)";"4,315"
"2026-05-15 13:30 (CEST)";"4,316"
"2026-05-15 13:45 (CEST)";"4,318"
"2026-05-15 14:00 (CEST)";"4,196"
"2026-05-15 14:15 (CEST)";"3,830"
"2026-05-15 14:30 (CEST)";"4,313"
"2026-05-15 14:45 (CEST)";"4,189"
"2026-05-15 15:00 (CEST)";"4,309"
"2026-05-15 15:15 (CEST)";"3,943"
"2026-05-15 15:30 (CEST)";"3,143"
"2026-05-15 15:45 (CEST)";"3,847"
"2026-05-15 16:00 (CEST)";"4,169"
"2026-05-15 16:15 (CEST)";"4,315"
"2026-05-15 16:30 (CEST)";"3,534"
"2026-05-15 16:45 (CEST)";"2,645"
"2026-05-15 17:00 (CEST)";"2,036"
"2026-05-15 17:15 (CEST)";"1,811"
"2026-05-15 17:30 (CEST)";"1,505"
"2026-05-15 17:45 (CEST)";"1,815"
"2026-05-15 18:00 (CEST)";"2,921"
"2026-05-15 18:15 (CEST)";"2,955"
"2026-05-15 18:30 (CEST)";"1,386"
"2026-05-15 18:45 (CEST)";"1,142"
"2026-05-15 19:00 (CEST)";"1,424"
"2026-05-15 19:15 (CEST)";"0,859"
"2026-05-15 19:30 (CEST)";"0,674"
"2026-05-15 19:45 (CEST)";"0,338"
"2026-05-15 20:00 (CEST)";"0,141"
"2026-05-15 20:15 (CEST)";"0,063"
"2026-05-15 20:30 (CEST)";"0,009"
"2026-05-15 20:45 (CEST)";"0,000"
"2026-05-15 21:00 (CEST)";"0,000"
"2026-05-15 21:15 (CEST)";"0,000"
"2026-05-15 21:30 (CEST)";"0,000"
"2026-05-15 21:45 (CEST)";"0,000"
"2026-05-15 22:00 (CEST)";"0,000"
"2026-05-15 22:15 (CEST)";"0,000"
"2026-05-15 22:30 (CEST)";"0,000"
"2026-05-15 22:45 (CEST)";"0,000"
"2026-05-15 23:00 (CEST)";"0,000"
"2026-05-15 23:15 (CEST)";"0,000"
"2026-05-15 23:30 (CEST)";"0,000"
"2026-05-15 23:45 (CEST)";"0,000"
"2026-05-16 00:00 (CEST)";"0,000"
"2026-05-16 00:15 (CEST)";"0,000"
"2026-05-16 00:30 (CEST)";"0,000"
"2026-05-16 00:45 (CEST)";"0,000"
"2026-05-16 01:00 (CEST)";"0,000"
"2026-05-16 01:15 (CEST)";"0,000"
"2026-05-16 01:30 (CEST)";"0,000"
"2026-05-16 01:45 (CEST)";"0,000"
"2026-05-16 02:00 (CEST)";"0,000"
"2026-05-16 02:15 (CEST)";"0,000"
"2026-05-16 02:30 (CEST)";"0,000"
"2026-05-16 02:45 (CEST)";"0,000"
"2026-05-16 03:00 (CEST)";"0,000"
"2026-05-16 03:15 (CEST)";"0,000"
"2026-05-16 03:30 (CEST)";"0,000"
"2026-05-16 03:45 (CEST)";"0,000"
"2026-05-16 04:00 (CEST)";"0,000"
"2026-05-16 04:15 (CEST)";"0,000"
"2026-05-16 04:30 (CEST)";"0,000"
"2026-05-16 04:45 (CEST)";"0,000"
"2026-05-16 05:00 (CEST)";"0,017"
"2026-05-16 05:15 (CEST)";"0,113"
"2026-05-16 05:30 (CEST)";"0,316"
"2026-05-16 05:45 (CEST)";"0,368"
"2026-05-16 06:00 (CEST)";"0,495"
"2026-05-16 06:15 (CEST)";"0,610"
"2026-05-16 06:30 (CEST)";"2,026"
"2026-05-16 06:45 (CEST)";"2,225"
"2026-05-16 07:00 (CEST)";"2,006"
"2026-05-16 07:15 (CEST)";"2,718"
"2026-05-16 07:30 (CEST)";"2,832"
"2026-05-16 07:45 (CEST)";"4,309"
"2026-05-16 08:00 (CEST)";"4,313"
"2026-05-16 08:15 (CEST)";"4,314"
"2026-05-16 08:30 (CEST)";"4,314"
"2026-05-16 08:45 (CEST)";"4,039"
"2026-05-16 09:00 (CEST)";"4,102"
"2026-05-16 09:15 (CEST)";"3,580"
"2026-05-16 09:30 (CEST)";"3,876"
"2026-05-16 09:45 (CEST)";"3,035"
"2026-05-16 10:00 (CEST)";"3,958"
"2026-05-16 10:15 (CEST)";"3,690"
"2026-05-16 10:30 (CEST)";"3,449"
"2026-05-16 10:45 (CEST)";"4,120"
"2026-05-16 11:00 (CEST)";"4,255"
"2026-05-16 11:15 (CEST)";"3,864"
"2026-05-16 11:30 (CEST)";"4,318"
"2026-05-16 11:45 (CEST)";"4,162"
"2026-05-16 12:00 (CEST)";"4,109"
"2026-05-16 12:15 (CEST)";"3,821"
"2026-05-16 12:30 (CEST)";"4,169"
"2026-05-16 12:45 (CEST)";"3,900"
"2026-05-16 13:00 (CEST)";"4,078"
"2026-05-16 13:15 (CEST)";"3,634"
"2026-05-16 13:30 (CEST)";"4,101"
"2026-05-16 13:45 (CEST)";"3,972"
"2026-05-16 14:00 (CEST)";"3,873"
"2026-05-16 14:15 (CEST)";"3,776"
"2026-05-16 14:30 (CEST)";"4,156"
"2026-05-16 14:45 (CEST)";"4,075"
"2026-05-16 15:00 (CEST)";"3,821"
"2026-05-16 15:15 (CEST)";"4,067"
"2026-05-16 15:30 (CEST)";"3,897"
"2026-05-16 15:45 (CEST)";"3,120"
"2026-05-16 16:00 (CEST)";"1,135"
"2026-05-16 16:15 (CEST)";"3,311"
"2026-05-16 16:30 (CEST)";"2,957"
"2026-05-16 16:45 (CEST)";"2,815"
"2026-05-16 17:00 (CEST)";"3,471"
"2026-05-16 17:15 (CEST)";"0,627"
"2026-05-16 17:30 (CEST)";"1,971"
"2026-05-16 17:45 (CEST)";"4,305"
"2026-05-16 18:00 (CEST)";"4,319"
"2026-05-16 18:15 (CEST)";"4,317"
"2026-05-16 18:30 (CEST)";"2,407"
"2026-05-16 18:45 (CEST)";"2,226"
"2026-05-16 19:00 (CEST)";"2,195"
"2026-05-16 19:15 (CEST)";"0,450"
"2026-05-16 19:30 (CEST)";"2,123"
"2026-05-16 19:45 (CEST)";"0,288"
"2026-05-16 20:00 (CEST)";"0,112"
"2026-05-16 20:15 (CEST)";"0,033"
"2026-05-16 20:30 (CEST)";"0,143"
"2026-05-16 20:45 (CEST)";"0,062"
"2026-05-16 21:00 (CEST)";"0,005"
"2026-05-16 21:15 (CEST)";"0,000"
"2026-05-16 21:30 (CEST)";"0,000"
"2026-05-16 21:45 (CEST)";"0,000"
"2026-05-16 22:00 (CEST)";"0,000"
"2026-05-16 22:15 (CEST)";"0,000"
"2026-05-16 22:30 (CEST)";"0,000"
"2026-05-16 22:45 (CEST)";"0,000"
"2026-05-16 23:00 (CEST)";"0,000"
"2026-05-16 23:15 (CEST)";"0,000"
"2026-05-16 23:30 (CEST)";"0,000"
"2026-05-16 23:45 (CEST)";"0,000"
"2026-05-17 00:00 (CEST)";"0,000"
"2026-05-17 00:15 (CEST)";"0,000"
"2026-05-17 00:30 (CEST)";"0,000"
"2026-05-17 00:45 (CEST)";"0,000"
"2026-05-17 01:00 (CEST)";"0,000"
"2026-05-17 01:15 (CEST)";"0,000"
"2026-05-17 01:30 (CEST)";"0,000"
"2026-05-17 01:45 (CEST)";"0,000"
"2026-05-17 02:00 (CEST)";"0,000"
"2026-05-17 02:15 (CEST)";"0,000"
"2026-05-17 02:30 (CEST)";"0,000"
"2026-05-17 02:45 (CEST)";"0,000"
"2026-05-17 03:00 (CEST)";"0,000"
"2026-05-17 03:15 (CEST)";"0,000"
"2026-05-17 03:30 (CEST)";"0,000"
"2026-05-17 03:45 (CEST)";"0,000"
"2026-05-17 04:00 (CEST)";"0,000"
"2026-05-17 04:15 (CEST)";"0,000"
"2026-05-17 04:30 (CEST)";"0,000"
"2026-05-17 04:45 (CEST)";"0,001"
"2026-05-17 05:00 (CEST)";"0,059"
"2026-05-17 05:15 (CEST)";"0,138"
"2026-05-17 05:30 (CEST)";"0,204"
"2026-05-17 05:45 (CEST)";"0,299"
"2026-05-17 06:00 (CEST)";"0,400"
"2026-05-17 06:15 (CEST)";"0,579"
"2026-05-17 06:30 (CEST)";"1,117"
"2026-05-17 06:45 (CEST)";"1,667"
"2026-05-17 07:00 (CEST)";"1,728"
"2026-05-17 07:15 (CEST)";"1,839"
"2026-05-17 07:30 (CEST)";"1,869"
"2026-05-17 07:45 (CEST)";"2,356"
"2026-05-17 08:00 (CEST)";"3,329"
"2026-05-17 08:15 (CEST)";"3,317"
"2026-05-17 08:30 (CEST)";"3,435"
"2026-05-17 08:45 (CEST)";"2,582"
"2026-05-17 09:00 (CEST)";"2,702"
"2026-05-17 09:15 (CEST)";"3,003"
"2026-05-17 09:30 (CEST)";"2,873"
"2026-05-17 09:45 (CEST)";"3,647"
"2026-05-17 10:00 (CEST)";"3,212"
"2026-05-17 10:15 (CEST)";"3,265"
"2026-05-17 10:30 (CEST)";"4,048"
"2026-05-17 10:45 (CEST)";"4,145"
"2026-05-17 11:00 (CEST)";"4,294"
"2026-05-17 11:15 (CEST)";"4,176"
"2026-05-17 11:30 (CEST)";"3,758"
"2026-05-17 11:45 (CEST)";"3,794"
"2026-05-17 12:00 (CEST)";"4,108"
"2026-05-17 12:15 (CEST)";"3,884"
"2026-05-17 12:30 (CEST)";"3,577"
"2026-05-17 12:45 (CEST)";"4,293"
"2026-05-17 13:00 (CEST)";"3,581"
"2026-05-17 13:15 (CEST)";"3,625"
"2026-05-17 13:30 (CEST)";"3,838"
"2026-05-17 13:45 (CEST)";"3,400"
"2026-05-17 14:00 (CEST)";"4,243"
"2026-05-17 14:15 (CEST)";"3,127"
"2026-05-17 14:30 (CEST)";"3,750"
"2026-05-17 14:45 (CEST)";"2,466"
"2026-05-17 15:00 (CEST)";"2,117"
"2026-05-17 15:15 (CEST)";"2,761"
"2026-05-17 15:30 (CEST)";"3,506"
"2026-05-17 15:45 (CEST)";"3,038"
"2026-05-17 16:00 (CEST)";"2,107"
"2026-05-17 16:15 (CEST)";"2,250"
"2026-05-17 16:30 (CEST)";"3,894"
"2026-05-17 16:45 (CEST)";"3,622"
"2026-05-17 17:00 (CEST)";"3,772"
"2026-05-17 17:15 (CEST)";"2,938"
"2026-05-17 17:30 (CEST)";"2,682"
"2026-05-17 17:45 (CEST)";"2,621"
"2026-05-17 18:00 (CEST)";"2,848"
"2026-05-17 18:15 (CEST)";"4,285"
"2026-05-17 18:30 (CEST)";"3,915"
"2026-05-17 18:45 (CEST)";"4,071"
"2026-05-17 19:00 (CEST)";"3,956"
"2026-05-17 19:15 (CEST)";"3,524"
"2026-05-17 19:30 (CEST)";"3,006"
"2026-05-17 19:45 (CEST)";"2,442"
"2026-05-17 20:00 (CEST)";"1,649"
"2026-05-17 20:15 (CEST)";"0,634"
"2026-05-17 20:30 (CEST)";"0,177"
"2026-05-17 20:45 (CEST)";"0,058"
"2026-05-17 21:00 (CEST)";"0,001"
"2026-05-17 21:15 (CEST)";"0,000"
"2026-05-17 21:30 (CEST)";"0,000"
"2026-05-17 21:45 (CEST)";"0,000"
"2026-05-17 22:00 (CEST)";"0,000"
"2026-05-17 22:15 (CEST)";"0,000"
"2026-05-17 22:30 (CEST)";"0,000"
"2026-05-17 22:45 (CEST)";"0,000"
"2026-05-17 23:00 (CEST)";"0,000"
"2026-05-17 23:15 (CEST)";"0,000"
"2026-05-17 23:30 (CEST)";"0,000"
"2026-05-17 23:45 (CEST)";"0,000"
"2026-05-18 00:00 (CEST)";"0,000"
"2026-05-18 00:15 (CEST)";"0,000"
"2026-05-18 00:30 (CEST)";"0,000"
"2026-05-18 00:45 (CEST)";"0,000"
"2026-05-18 01:00 (CEST)";"0,000"
"2026-05-18 01:15 (CEST)";"0,000"
"2026-05-18 01:30 (CEST)";"0,000"
"2026-05-18 01:45 (CEST)";"0,000"
"2026-05-18 02:00 (CEST)";"0,000"
"2026-05-18 02:15 (CEST)";"0,000"
"2026-05-18 02:30 (CEST)";"0,000"
"2026-05-18 02:45 (CEST)";"0,000"
"2026-05-18 03:00 (CEST)";"0,000"
"2026-05-18 03:15 (CEST)";"0,000"
"2026-05-18 03:30 (CEST)";"0,000"
"2026-05-18 03:45 (CEST)";"0,000"
"2026-05-18 04:00 (CEST)";"0,000"
"2026-05-18 04:15 (CEST)";"0,000"
"2026-05-18 04:30 (CEST)";"0,000"
"2026-05-18 04:45 (CEST)";"0,000"
"2026-05-18 05:00 (CEST)";"0,043"
"2026-05-18 05:15 (CEST)";"0,143"
"2026-05-18 05:30 (CEST)";"0,280"
"2026-05-18 05:45 (CEST)";"0,539"
"2026-05-18 06:00 (CEST)";"1,024"
"2026-05-18 06:15 (CEST)";"1,229"
"2026-05-18 06:30 (CEST)";"1,032"
"2026-05-18 06:45 (CEST)";"1,160"
"2026-05-18 07:00 (CEST)";"1,444"
"2026-05-18 07:15 (CEST)";"2,133"
"2026-05-18 07:30 (CEST)";"2,496"
"2026-05-18 07:45 (CEST)";"3,380"
"2026-05-18 08:00 (CEST)";"4,121"
"2026-05-18 08:15 (CEST)";"4,175"
"2026-05-18 08:30 (CEST)";"4,167"
"2026-05-18 08:45 (CEST)";"4,308"
"2026-05-18 09:00 (CEST)";"4,311"
"2026-05-18 09:15 (CEST)";"4,273"
"2026-05-18 09:30 (CEST)";"4,315"
"2026-05-18 09:45 (CEST)";"4,094"
"2026-05-18 10:00 (CEST)";"4,301"
"2026-05-18 10:15 (CEST)";"4,316"
"2026-05-18 10:30 (CEST)";"4,318"
"2026-05-18 10:45 (CEST)";"4,316"
"2026-05-18 11:00 (CEST)";"4,315"
"2026-05-18 11:15 (CEST)";"4,318"
"2026-05-18 11:30 (CEST)";"4,315"
"2026-05-18 11:45 (CEST)";"4,318"
"2026-05-18 12:00 (CEST)";"4,316"
"2026-05-18 12:15 (CEST)";"4,318"
"2026-05-18 12:30 (CEST)";"4,316"
"2026-05-18 12:45 (CEST)";"4,230"
"2026-05-18 13:00 (CEST)";"4,022"
"2026-05-18 13:15 (CEST)";"3,109"
"2026-05-18 13:30 (CEST)";"4,074"
"2026-05-18 13:45 (CEST)";"3,369"
"2026-05-18 14:00 (CEST)";"3,935"
"2026-05-18 14:15 (CEST)";"3,611"
"2026-05-18 14:30 (CEST)";"3,687"
"2026-05-18 14:45 (CEST)";"4,208"
"2026-05-18 15:00 (CEST)";"3,980"
"2026-05-18 15:15 (CEST)";"3,425"
"2026-05-18 15:30 (CEST)";"3,449"
"2026-05-18 15:45 (CEST)";"3,146"
"2026-05-18 16:00 (CEST)";"3,854"
"2026-05-18 16:15 (CEST)";"4,241"
"2026-05-18 16:30 (CEST)";"4,313"
"2026-05-18 16:45 (CEST)";"4,315"
"2026-05-18 17:00 (CEST)";"3,844"
"2026-05-18 17:15 (CEST)";"2,982"
"2026-05-18 17:30 (CEST)";"2,903"
"2026-05-18 17:45 (CEST)";"1,396"
"2026-05-18 18:00 (CEST)";"1,552"
"2026-05-18 18:15 (CEST)";"1,290"
"2026-05-18 18:30 (CEST)";"1,444"
"2026-05-18 18:45 (CEST)";"1,564"
"2026-05-18 19:00 (CEST)";"1,266"
"2026-05-18 19:15 (CEST)";"0,951"
"2026-05-18 19:30 (CEST)";"0,707"
"2026-05-18 19:45 (CEST)";"0,496"
"2026-05-18 20:00 (CEST)";"0,313"
"2026-05-18 20:15 (CEST)";"0,178"
"2026-05-18 20:30 (CEST)";"0,088"
"2026-05-18 20:45 (CEST)";"0,034"
"2026-05-18 21:00 (CEST)";"0,001"
"2026-05-18 21:15 (CEST)";"0,000"
"2026-05-18 21:30 (CEST)";"0,000"
"2026-05-18 21:45 (CEST)";"0,000"
"2026-05-18 22:00 (CEST)";"0,000"
"2026-05-18 22:15 (CEST)";"0,000"
"2026-05-18 22:30 (CEST)";"0,000"
"2026-05-18 22:45 (CEST)";"0,000"
"2026-05-18 23:00 (CEST)";"0,000"
"2026-05-18 23:15 (CEST)";"0,000"
"2026-05-18 23:30 (CEST)";"0,000"
"2026-05-18 23:45 (CEST)";"0,000"
"2026-05-19 00:00 (CEST)";"0,000"
"2026-05-19 00:15 (CEST)";"0,000"
"2026-05-19 00:30 (CEST)";"0,000"
"2026-05-19 00:45 (CEST)";"0,000"
"2026-05-19 01:00 (CEST)";"0,000"
"2026-05-19 01:15 (CEST)";"0,000"
"2026-05-19 01:30 (CEST)";"0,000"
"2026-05-19 01:45 (CEST)";"0,000"
"2026-05-19 02:00 (CEST)";"0,000"
"2026-05-19 02:15 (CEST)";"0,000"
"2026-05-19 02:30 (CEST)";"0,000"
"2026-05-19 02:45 (CEST)";"0,000"
"2026-05-19 03:00 (CEST)";"0,000"
"2026-05-19 03:15 (CEST)";"0,000"
"2026-05-19 03:30 (CEST)";"0,000"
"2026-05-19 03:45 (CEST)";"0,000"
